UserId,No Of Abuse Report,No Of Rejected Friend Requests,No Of Friend Requests Thar Are Not Accepted,No Of Friends,No Of Followers,No Of Likes To Unknown Account,No Of Comments Per Day,Fake Or Not Category
5136,314,795,245,589,634,733,465,1
5137,123,327,770,377,940,654,893,0
5138,901,460,753,711,394,257,669,1
5139,822,665,986,239,737,332,10,0
5140,457,143,603,499,0,313,671,1
5141,140,949,768,273,402,200,264,1
5142,890,919,372,787,406,783,807,1
5143,53,224,714,39,136,780,352,0
5144,895,580,669,48,994,546,311,1
5145,386,232,171,489,579,218,588,1
5146,438,325,792,410,282,595,767,1
5147,361,993,792,397,53,624,558,0
5148,119,3,495,246,500,431,412,1
5149,280,932,299,417,513,869,531,1
5150,90,371,918,115,258,865,284,1
5151,279,340,826,663,757,51,804,1
5152,68,975,422,169,325,770,307,0
5153,149,364,930,343,274,447,783,1
5154,187,307,814,545,822,888,311,0
5155,724,700,823,916,910,989,937,1
5156,432,610,292,829,428,29,529,0
5157,233,736,886,611,909,626,514,0
5158,306,118,459,983,59,669,486,1
5159,813,388,894,418,585,515,571,0
5160,614,975,33,711,461,294,875,0
5161,47,451,842,526,623,865,850,0
5162,121,89,870,807,615,647,952,0
5163,285,249,54,509,923,843,173,1
5164,202,226,836,248,177,552,549,0
5165,526,860,928,405,230,354,44,0
5166,380,647,10,21,435,526,193,0
5167,968,756,909,13,907,778,638,0
5168,962,429,781,98,51,198,396,0
5169,628,459,678,179,335,63,471,1
5170,28,438,4,469,442,888,451,1
5171,671,827,334,911,371,692,512,0
5172,326,777,964,743,490,248,749,1
5173,811,727,281,640,853,389,136,1
5174,213,591,192,733,48,2,539,1
5175,151,109,705,112,809,559,365,0
5176,969,309,847,264,143,325,742,0
5177,678,991,341,876,476,903,134,0
5178,523,79,282,422,430,804,165,1
5179,514,622,763,28,145,686,502,0
5180,160,339,649,711,95,790,237,1
5181,315,480,746,156,768,6,642,0
5182,867,882,734,384,909,491,40,1
5183,773,900,599,751,634,353,246,0
5184,690,80,34,851,323,433,900,1
5185,687,461,571,5,285,587,235,1
5186,347,9,754,346,782,600,70,0
5187,646,527,371,541,975,114,49,0
5188,485,600,297,234,129,448,598,1
5189,807,847,323,17,505,884,588,1
5190,840,490,838,253,215,372,127,1
5191,688,760,364,281,363,653,318,1
5192,446,778,190,274,731,874,777,0
5193,883,58,893,420,358,226,366,0
5194,899,288,663,35,903,966,609,0
5195,746,195,282,868,818,829,195,1
5196,214,528,366,973,61,618,839,1
5197,88,723,656,698,574,737,33,1
5198,704,129,530,522,960,357,912,0
5199,562,478,525,325,490,411,646,1
5200,659,720,626,517,972,921,217,0
5201,234,628,101,144,738,468,120,0
5202,642,671,345,176,763,979,123,1
5203,472,174,339,790,387,56,259,0
5204,147,349,961,220,696,137,476,0
5205,294,379,194,828,596,479,159,1
5206,280,687,938,910,767,198,227,0
5207,118,535,419,254,869,67,333,0
5208,153,599,211,603,27,933,644,0
5209,344,145,20,744,54,479,974,1
5210,326,517,10,115,452,211,318,1
5211,862,733,114,921,341,440,841,0
5212,573,626,931,698,143,685,843,0
5213,6,629,467,505,651,480,439,0
5214,373,387,178,21,414,217,674,1
5215,469,965,5,817,737,51,740,0
5216,677,509,571,804,564,341,93,1
5217,181,800,787,703,546,723,445,1
5218,446,925,605,301,254,982,405,0
5219,90,420,91,943,986,673,465,0
5220,970,507,633,393,7,718,105,0
5221,541,545,868,323,735,999,955,0
5222,492,901,631,613,774,884,6,1
5223,599,935,211,643,439,945,873,1
5224,556,403,936,953,907,299,425,0
5225,485,321,252,583,636,948,845,1
5226,220,934,327,48,324,805,978,0
5227,239,569,225,158,663,539,100,0
5228,651,351,324,505,743,42,817,1
5229,601,313,696,44,579,344,76,0
5230,673,638,664,388,761,334,610,0
5231,361,118,519,84,746,841,934,1
5232,105,464,516,488,951,940,497,1
5233,592,966,478,538,174,271,730,1
5234,736,878,779,197,922,754,396,1
5235,99,793,365,28,200,777,323,0
5236,6,144,461,472,584,432,838,0
5237,358,532,758,851,866,90,858,1
5238,63,765,268,256,271,216,198,1
5239,151,767,379,838,453,164,129,0
5240,452,214,792,81,998,828,929,1
5241,707,734,777,224,906,235,769,0
5242,315,948,714,25,926,758,117,0
5243,588,717,591,809,62,809,114,0
5244,465,992,952,233,882,852,711,0
5245,802,99,219,994,102,310,838,1
5246,67,903,599,633,490,647,673,0
5247,492,116,504,717,890,635,353,0
5248,649,349,602,357,283,706,46,0
5249,289,235,146,870,952,243,971,0
5250,988,650,802,742,332,218,934,0
5251,155,510,301,613,877,771,886,0
5252,704,286,883,217,264,477,393,0
5253,610,654,800,710,773,119,903,1
5254,404,215,512,808,145,187,209,0
5255,861,158,789,719,534,865,791,1
5256,214,730,339,916,610,125,553,1
5257,818,889,113,881,231,60,715,0
5258,672,249,533,677,66,493,513,1
5259,585,911,821,400,448,311,845,1
5260,347,684,862,637,36,773,519,1
5261,718,641,475,789,419,405,996,1
5262,449,210,297,120,392,514,176,1
5263,371,702,415,196,615,155,328,1
5264,188,322,803,667,205,446,87,1
5265,294,350,355,344,260,795,409,1
5266,749,756,294,2,747,474,964,0
5267,138,432,82,76,663,19,277,0
5268,252,437,229,594,487,445,400,0
5269,876,924,17,674,73,19,972,1
5270,129,206,260,138,787,127,6,1
5271,130,651,780,408,734,889,814,0
5272,527,416,419,173,775,229,196,1
5273,678,809,71,22,374,425,241,1
5274,151,926,249,360,768,184,504,1
5275,940,855,897,746,288,720,517,1
5276,588,731,13,727,534,259,170,1
5277,646,725,6,806,498,898,161,0
5278,642,671,725,290,62,797,421,0
5279,5,553,985,94,525,790,942,1
5280,425,631,77,662,287,460,918,1
5281,747,529,936,899,295,137,642,1
5282,677,302,55,552,113,491,423,0
5283,250,682,562,155,745,488,659,1
5284,140,706,644,440,178,991,852,1
5285,617,967,605,597,489,543,985,1
5286,722,906,52,453,255,479,67,1
5287,128,193,584,117,824,389,923,0
5288,326,380,621,735,607,576,683,0
5289,785,527,466,434,943,157,420,1
5290,262,937,148,850,478,539,134,0
5291,678,198,393,557,672,603,852,0
5292,788,444,409,744,762,520,806,0
5293,375,704,500,523,572,316,878,1
5294,23,31,811,832,658,123,385,1
5295,119,918,146,37,968,57,249,0
5296,979,737,968,854,899,983,560,1
5297,457,677,850,861,790,77,230,0
5298,792,127,469,109,213,474,655,1
5299,486,241,219,965,162,248,596,1
5300,518,977,370,96,885,412,988,1
5301,191,86,992,493,399,910,988,1
5302,419,161,462,378,161,444,77,1
5303,473,927,431,462,712,93,752,0
5304,47,794,339,314,713,571,812,0
5305,886,816,239,552,132,285,959,0
5306,575,817,81,966,422,898,744,0
5307,658,890,811,580,781,533,495,0
5308,323,39,312,863,64,90,969,1
5309,883,879,335,351,309,321,483,0
5310,369,264,359,932,487,154,672,0
5311,168,421,682,347,241,136,860,1
5312,390,632,954,585,661,890,241,1
5313,734,876,802,695,86,883,750,1
5314,312,153,142,59,268,145,299,0
5315,850,384,933,36,411,543,681,0
5316,413,126,960,876,592,12,788,1
5317,492,223,15,477,771,636,311,0
5318,100,537,595,689,655,405,634,1
5319,472,454,168,294,716,986,151,0
5320,360,55,516,449,182,68,387,0
5321,668,402,359,140,437,727,792,0
5322,807,248,494,844,467,595,7,0
5323,994,198,404,615,193,568,78,1
5324,202,82,462,746,925,408,942,1
5325,568,252,622,150,252,925,487,1
5326,316,153,72,944,219,818,956,1
5327,187,690,182,717,902,821,871,0
5328,423,74,840,294,946,357,124,1
5329,920,643,218,691,692,814,849,1
5330,286,282,156,190,945,904,117,1
5331,813,114,107,641,151,540,128,0
5332,960,679,281,86,257,407,711,1
5333,487,812,837,977,175,649,624,0
5334,492,461,930,459,829,445,825,0
5335,347,264,84,625,798,835,590,1
5336,45,715,255,202,127,757,571,1
5337,814,973,350,847,751,782,224,0
5338,699,785,498,852,966,588,160,1
5339,11,574,955,60,554,922,760,0
5340,868,570,274,305,237,492,449,0
5341,958,810,964,362,910,513,142,1
5342,955,73,60,543,579,82,809,1
5343,892,751,34,705,188,78,253,0
5344,595,239,977,567,370,636,855,0
5345,43,531,978,333,701,958,623,1
5346,332,630,878,730,901,977,387,1
5347,742,823,909,357,368,507,966,0
5348,109,447,33,17,749,138,471,1
5349,844,620,728,634,660,112,92,0
5350,128,623,390,562,933,450,658,1
5351,719,356,699,732,255,846,964,0
5352,304,742,432,275,642,398,290,0
5353,631,628,284,378,879,384,499,1
5354,426,684,812,494,746,702,457,1
5355,103,9,418,42,804,255,403,1
5356,56,822,913,660,970,673,91,1
5357,552,695,170,679,44,586,441,1
5358,566,250,616,623,781,233,213,1
5359,91,68,619,351,674,295,400,0
5360,226,985,736,116,741,442,522,1
5361,486,449,587,876,308,372,555,0
5362,381,977,594,668,935,115,395,0
5363,135,9,762,631,982,799,551,0
5364,139,959,399,692,570,109,696,1
5365,344,809,710,297,989,312,813,1
5366,246,795,253,554,819,24,900,0
5367,496,721,917,952,826,174,725,0
5368,29,413,162,999,801,621,720,0
5369,816,387,472,2,784,413,846,1
5370,908,921,111,186,930,682,226,0
5371,913,307,545,414,167,139,581,1
5372,940,873,618,832,208,444,407,1
5373,427,389,106,770,924,922,816,0
5374,623,48,394,861,466,449,76,0
5375,600,928,904,638,533,862,350,1
5376,546,528,4,847,33,418,900,0
5377,303,750,459,484,279,535,985,1
5378,802,714,938,340,237,691,10,0
5379,230,868,289,899,394,891,617,0
5380,849,652,468,305,182,121,979,0
5381,735,408,753,744,167,49,812,1
5382,526,861,573,905,43,533,221,1
5383,383,7,629,687,489,772,458,1
5384,752,46,272,343,361,560,93,0
5385,487,342,67,381,207,649,739,1
5386,239,880,892,328,467,669,929,0
5387,447,447,868,371,506,942,859,1
5388,425,730,562,695,758,942,584,1
5389,103,237,925,922,813,783,308,0
5390,837,829,416,602,840,793,83,0
5391,525,356,539,219,907,660,653,1
5392,276,9,928,141,727,321,684,0
5393,602,60,307,263,340,804,93,0
5394,622,508,226,554,753,419,452,1
5395,805,225,661,838,905,183,279,0
5396,487,879,400,526,113,455,22,0
5397,56,654,718,171,437,404,925,0
5398,673,786,902,230,515,175,797,1
5399,302,827,625,17,780,279,312,1
5400,51,131,236,130,374,691,10,0
5401,836,687,19,20,2,194,713,0
5402,583,379,573,963,320,422,420,1
5403,545,465,616,685,119,230,778,0
5404,952,268,555,961,600,74,257,0
5405,333,228,864,844,457,274,3,1
5406,202,230,660,617,246,335,694,1
5407,499,445,515,638,0,404,520,1
5408,586,24,288,343,903,466,325,1
5409,191,315,729,128,261,872,207,0
5410,220,730,618,257,474,688,368,1
5411,274,728,727,42,759,587,981,0
5412,687,520,25,274,211,761,758,1
5413,196,329,916,677,919,858,711,1
5414,857,329,964,601,877,473,502,0
5415,138,433,801,335,170,779,417,1
5416,243,460,868,333,411,291,104,1
5417,794,699,672,810,31,45,655,1
5418,518,893,595,895,770,524,784,1
5419,463,408,841,474,292,18,283,0
5420,497,339,435,990,833,836,552,1
5421,290,510,686,884,527,925,771,1
5422,878,730,749,724,76,506,55,1
5423,356,548,166,991,374,997,177,1
5424,109,653,892,73,79,62,129,0
5425,14,309,148,174,747,152,455,0
5426,765,331,772,140,47,839,782,1
5427,149,395,130,651,728,180,255,1
5428,723,350,145,733,538,471,376,1
5429,668,94,113,550,641,225,675,0
5430,875,997,821,468,167,623,454,0
5431,824,136,666,764,539,341,303,0
5432,864,837,227,478,406,304,725,0
5433,79,603,665,131,671,295,449,1
5434,533,863,882,557,496,249,656,0
5435,953,514,780,160,795,271,488,1
5436,727,40,409,563,382,965,126,0
5437,871,943,521,936,423,149,926,1
5438,486,798,925,622,520,752,319,1
5439,39,648,622,41,530,597,530,1
5440,769,4,767,705,429,571,44,0
5441,702,580,395,675,640,687,426,1
5442,136,11,927,723,558,226,727,0
5443,136,833,37,42,929,69,427,1
5444,458,294,891,228,527,987,681,0
5445,134,663,740,820,997,251,311,0
5446,435,809,942,662,330,612,693,0
5447,916,630,306,824,578,670,922,1
5448,579,260,584,828,501,679,292,0
5449,176,466,404,275,949,808,315,0
5450,619,203,797,274,560,288,252,0
5451,934,417,443,259,227,606,972,1
5452,768,853,949,334,170,225,652,0
5453,210,583,607,801,420,825,105,1
5454,949,67,35,770,306,737,827,0
5455,937,849,303,608,288,592,903,0
5456,42,654,583,985,249,250,121,1
5457,23,235,766,787,13,265,570,1
5458,324,180,634,481,772,589,727,0
5459,724,100,242,964,543,486,7,1
5460,831,624,179,990,193,488,45,0
5461,515,975,554,570,624,149,387,1
5462,378,406,611,336,56,686,234,0
5463,510,676,315,823,264,703,421,0
5464,223,39,492,554,18,1,778,1
5465,165,99,926,116,929,264,835,1
5466,565,330,340,782,335,981,972,0
5467,628,992,745,395,572,1,679,0
5468,138,674,354,615,387,817,692,1
5469,908,838,665,520,708,930,302,1
5470,942,112,70,66,938,541,526,0
5471,681,932,602,335,626,340,916,0
5472,405,597,519,371,626,682,68,1
5473,279,473,801,44,588,74,843,0
5474,81,361,910,245,26,64,768,1
5475,656,568,572,210,761,528,211,0
5476,457,742,428,907,230,260,902,1
5477,937,709,110,416,587,179,342,1
5478,9,42,907,64,22,343,256,0
5479,526,956,640,574,744,221,492,0
5480,81,784,560,780,389,744,950,0
5481,652,149,680,496,983,725,181,1
5482,809,323,993,838,95,550,234,1
5483,353,564,480,960,696,623,272,0
5484,179,937,930,88,359,382,318,1
5485,581,157,479,99,582,741,334,0
5486,701,811,538,812,876,172,807,1
5487,340,735,663,970,434,979,260,1
5488,101,475,835,282,263,200,153,1
5489,654,86,809,804,932,654,820,1
5490,131,472,437,568,416,535,276,0
5491,886,785,947,933,324,521,66,0
5492,485,855,519,40,479,340,639,1
5493,701,167,331,772,944,94,501,1
5494,119,2,93,924,673,4,797,1
5495,50,751,300,911,266,883,72,1
5496,925,549,149,326,165,968,550,0
5497,5,412,133,204,472,775,734,0
5498,655,478,218,978,904,73,528,0
5499,991,219,864,157,713,795,553,1
5500,292,855,187,694,360,678,368,0
5501,12,781,367,353,388,211,203,1
5502,929,629,510,494,874,167,997,0
5503,534,50,757,543,727,466,792,1
5504,29,573,196,558,48,20,414,1
5505,352,668,392,903,770,928,207,1
5506,919,528,122,49,999,139,815,0
5507,89,110,978,450,152,84,824,0
5508,243,55,435,411,913,976,732,1
5509,307,856,221,1,444,30,208,0
5510,793,1,998,522,865,304,379,0
5511,849,803,210,649,846,948,620,0
5512,357,92,32,305,252,164,782,0
5513,528,572,595,816,30,752,16,0
5514,872,897,125,710,200,352,971,0
5515,76,725,590,811,863,285,427,0
5516,465,103,117,61,999,324,153,0
5517,195,771,121,288,107,504,246,0
5518,432,902,875,996,133,908,498,0
5519,703,488,304,801,581,165,973,0
5520,396,718,328,624,385,347,792,1
5521,622,744,717,404,843,108,450,1
5522,840,29,936,825,602,148,129,1
5523,240,547,316,366,871,737,478,0
5524,835,115,900,230,502,431,804,1
5525,800,968,786,75,84,202,595,1
5526,579,836,45,679,136,386,236,1
5527,561,34,113,405,737,778,274,0
5528,933,886,484,206,918,808,778,0
5529,0,90,409,160,215,661,164,1
5530,640,103,865,451,615,658,168,0
5531,738,192,662,407,186,336,274,0
5532,227,894,454,587,255,230,719,1
5533,451,468,409,836,291,463,592,0
5534,221,822,788,444,968,409,83,0
5535,347,16,325,710,364,524,382,1
5536,937,643,538,82,229,266,662,1
5537,251,936,707,103,323,255,705,0
5538,676,839,522,940,764,254,156,0
5539,463,985,333,752,704,949,304,1
5540,890,951,864,172,557,737,911,1
5541,313,60,580,64,394,873,919,0
5542,712,131,712,128,544,474,726,0
5543,367,65,963,852,892,759,543,1
5544,245,83,8,43,875,733,957,1
5545,163,557,553,280,20,242,145,1
5546,424,643,593,889,27,730,512,1
5547,193,273,574,428,540,174,398,1
5548,537,32,33,275,902,684,29,1
5549,463,50,353,634,781,141,900,0
5550,481,523,512,516,774,350,956,0
5551,321,473,924,326,905,273,382,0
5552,692,895,365,915,364,789,999,1
5553,335,368,631,50,408,281,892,1
5554,899,579,786,978,993,627,745,1
5555,738,375,135,977,871,591,84,0
5556,937,464,538,45,993,269,116,0
5557,230,140,580,791,372,918,607,1
5558,951,408,13,227,466,408,438,1
5559,237,424,320,292,235,123,313,0
5560,8,476,764,384,814,895,63,0
5561,738,512,463,515,568,142,437,1
5562,591,258,121,900,739,648,742,1
5563,458,889,233,805,731,26,337,0
5564,914,739,685,610,117,564,6,0
5565,230,843,795,434,550,636,201,1
5566,666,213,625,759,181,834,79,0
5567,286,548,121,358,647,908,325,1
5568,991,185,24,9,557,144,137,0
5569,391,720,96,636,552,254,652,0
5570,180,784,119,482,926,237,272,1
5571,887,554,208,702,366,493,527,0
5572,35,241,35,865,565,480,481,0
5573,212,369,565,259,360,69,551,0
5574,199,601,171,473,179,84,147,0
5575,355,77,547,449,510,917,419,1
5576,210,169,917,590,230,466,670,0
5577,11,944,500,305,840,266,541,1
5578,119,855,815,762,27,262,610,0
5579,944,920,511,323,418,823,274,0
5580,713,277,510,298,30,757,711,0
5581,918,565,110,640,971,890,701,0
5582,872,592,609,156,78,605,819,1
5583,161,272,587,487,362,280,78,1
5584,157,695,638,973,671,185,617,1
5585,735,143,885,675,491,208,705,0
5586,894,22,22,292,983,822,955,0
5587,764,159,730,340,375,748,456,0
5588,488,353,156,221,770,806,876,0
5589,304,962,360,248,63,172,925,0
5590,685,733,824,11,305,32,520,0
5591,979,430,693,475,850,526,201,1
5592,499,829,697,959,369,215,706,0
5593,723,717,659,48,869,848,164,0
5594,196,104,533,744,417,807,811,1
5595,466,957,101,516,54,739,880,1
5596,704,184,986,865,662,617,292,0
5597,769,980,419,190,488,496,111,0
5598,564,353,300,406,971,678,833,0
5599,237,874,64,87,548,797,609,1
5600,637,306,566,925,80,829,617,1
5601,318,693,208,787,297,965,709,1
5602,49,644,481,520,434,883,276,0
5603,915,899,35,138,515,523,734,0
5604,141,681,101,459,963,34,912,0
5605,795,795,34,240,557,271,323,0
5606,247,28,792,624,540,7,365,0
5607,691,209,285,591,142,121,637,1
5608,683,735,653,623,427,944,556,0
5609,152,980,368,958,246,986,44,0
5610,210,532,625,694,575,739,178,0
5611,633,50,513,72,866,827,232,0
5612,497,522,502,690,707,874,981,0
5613,865,592,400,431,722,987,330,1
5614,364,560,385,287,73,979,668,0
5615,922,300,916,227,802,584,280,1
5616,708,462,781,783,917,854,773,1
5617,856,871,97,218,707,120,572,1
5618,312,800,537,911,842,134,765,1
5619,552,367,257,536,849,618,428,1
5620,887,115,977,892,227,534,47,0
5621,873,580,215,629,479,430,953,1
5622,740,393,733,608,182,167,918,0
5623,753,572,130,52,782,711,824,1
5624,429,435,811,335,705,134,879,0
5625,287,348,930,628,730,277,562,1
5626,317,951,199,75,719,416,599,0
5627,886,733,705,943,581,190,407,0
5628,404,645,436,920,10,871,676,0
5629,371,320,76,542,591,851,804,1
5630,180,317,551,429,950,317,299,1
5631,616,378,162,586,848,853,31,1
5632,914,4,748,880,268,393,216,1
5633,527,260,251,933,382,471,893,0
5634,27,949,730,34,927,423,482,1
5635,19,709,490,587,905,573,970,0
5636,812,256,601,190,417,513,556,1
5637,477,947,610,485,496,778,347,0
5638,371,607,40,725,807,576,56,1
5639,134,227,907,585,773,558,698,1
5640,373,671,117,552,400,172,990,0
5641,959,349,327,350,170,281,154,1
5642,618,265,258,672,958,508,111,1
5643,132,882,266,167,974,15,75,1
5644,486,934,432,152,173,800,320,0
5645,730,832,361,679,884,942,419,1
5646,320,590,870,701,44,878,959,1
5647,25,213,52,358,653,633,8,1
5648,446,193,427,763,264,102,490,1
5649,145,85,874,28,312,673,312,0
5650,691,384,507,746,184,608,765,1
5651,852,693,425,579,827,858,593,0
5652,423,181,814,687,447,951,287,0
5653,60,502,35,153,533,290,73,0
5654,717,750,292,223,705,958,635,1
5655,394,605,349,622,234,835,118,0
5656,101,864,390,867,635,510,381,1
5657,643,224,994,647,407,211,919,0
5658,425,312,130,405,146,546,937,0
5659,163,456,910,690,449,56,614,0
5660,57,187,11,973,276,520,637,1
5661,266,345,504,247,392,41,682,0
5662,557,769,554,802,144,599,659,1
5663,573,956,598,76,475,597,552,1
5664,623,544,306,222,44,979,876,1
5665,7,484,609,251,321,500,860,0
5666,157,270,432,859,872,611,495,1
5667,787,87,525,926,504,544,931,1
5668,647,281,446,549,403,603,877,1
5669,722,688,273,342,723,978,773,1
5670,547,272,324,625,952,948,807,0
5671,259,262,893,112,34,894,494,0
5672,907,965,695,393,127,279,911,0
5673,756,611,16,633,869,952,734,1
5674,320,908,560,1,649,9,556,0
5675,197,312,74,301,990,689,208,0
5676,350,377,175,530,407,204,213,0
5677,290,426,696,888,644,745,796,0
5678,176,2,87,943,603,789,8,0
5679,244,889,45,380,181,833,450,0
5680,605,720,894,65,276,290,90,0
5681,949,418,562,83,236,563,41,1
5682,120,47,676,135,974,318,69,0
5683,386,283,747,327,466,602,641,1
5684,297,199,188,952,406,547,352,0
5685,81,455,876,706,407,390,682,0
5686,742,236,366,753,490,672,6,1
5687,885,390,387,686,615,535,480,1
5688,774,190,322,147,716,112,353,0
5689,680,616,492,198,86,963,951,1
5690,94,249,793,498,577,72,37,1
5691,320,840,427,421,359,712,325,0
5692,240,410,408,634,984,585,540,1
5693,408,356,902,154,885,647,774,0
5694,863,368,990,663,639,410,93,0
5695,617,564,752,176,124,593,621,1
5696,342,28,28,378,445,592,957,0
5697,333,823,326,452,140,983,867,0
5698,486,924,431,819,107,39,378,0
5699,945,568,280,205,783,557,320,1
5700,43,671,157,230,266,268,95,1
5701,292,855,963,843,984,622,662,1
5702,706,98,526,606,549,177,554,1
5703,49,490,591,61,805,635,229,1
5704,655,443,202,732,912,255,777,1
5705,526,790,569,286,566,728,922,1
5706,502,841,854,405,327,549,142,0
5707,797,812,390,718,884,444,792,0
5708,179,839,533,145,835,489,547,1
5709,472,219,236,398,948,999,923,0
5710,70,975,256,879,893,883,548,0
5711,582,489,730,378,773,109,624,1
5712,967,581,482,458,391,132,178,0
5713,626,727,518,897,951,583,845,1
5714,543,702,952,168,504,789,230,0
5715,738,941,870,105,810,490,865,0
5716,119,807,674,854,304,439,436,0
5717,695,135,17,610,950,952,457,1
5718,62,371,971,78,395,693,38,1
5719,718,663,394,73,3,491,400,1
5720,657,800,949,602,210,986,407,0
5721,668,135,253,596,485,719,901,0
5722,117,745,504,452,952,245,474,1
5723,613,973,719,772,59,298,941,1
5724,990,80,433,280,238,469,207,0
5725,856,303,113,185,548,154,91,0
5726,774,606,547,121,845,489,800,1
5727,458,43,897,714,640,862,447,1
5728,433,790,184,66,305,837,581,0
5729,944,244,271,27,688,388,394,1
5730,864,255,263,278,894,208,273,0
5731,217,753,328,830,741,388,79,0
5732,792,725,835,846,911,805,877,0
5733,389,922,762,795,882,109,455,0
5734,874,89,29,413,339,698,749,1
5735,793,39,597,703,131,971,821,0
5736,973,36,411,507,754,622,799,1
5737,420,793,991,993,563,989,143,0
5738,867,326,919,172,167,93,755,1
5739,217,506,627,791,410,191,218,0
5740,78,319,310,871,115,52,388,0
5741,577,748,786,565,224,30,229,0
5742,975,241,205,63,246,814,159,0
5743,474,62,715,126,700,243,627,1
5744,270,497,76,829,82,180,35,0
5745,840,916,450,441,91,801,146,1
5746,365,923,96,621,279,87,795,0
5747,387,469,232,578,551,637,519,0
5748,278,330,815,54,875,504,17,0
5749,433,699,496,273,805,109,224,1
5750,525,874,693,234,685,866,522,1
5751,962,870,268,643,329,551,507,0
5752,575,768,82,607,41,305,286,1
5753,292,309,4,29,327,812,944,1
5754,328,197,152,368,242,466,116,1
5755,761,731,0,938,987,782,592,1
5756,796,857,787,268,211,993,617,1
5757,421,622,940,258,936,147,961,1
5758,514,461,976,974,367,610,990,0
5759,580,414,211,774,240,160,457,0
5760,358,816,664,554,855,801,452,1
5761,41,536,681,971,767,467,539,0
5762,143,912,808,439,832,414,679,0
5763,369,590,985,907,99,137,477,1
5764,701,516,322,535,289,137,275,1
5765,417,546,932,376,763,900,11,1
5766,530,190,205,446,645,12,953,1
5767,211,314,42,497,164,815,447,1
5768,6,816,528,400,406,454,502,1
5769,652,526,888,386,442,945,394,0
5770,316,506,200,365,228,988,77,1
5771,500,190,675,742,997,617,918,0
5772,925,431,789,896,758,930,539,1
5773,906,574,553,956,267,853,499,0
5774,394,560,879,638,75,677,332,0
5775,638,996,852,61,997,773,390,0
5776,475,173,683,504,134,782,962,1
5777,387,516,629,864,960,90,571,1
5778,421,136,811,528,305,65,138,0
5779,280,632,669,17,501,12,696,1
5780,558,226,819,110,428,11,724,1
5781,940,579,631,942,569,806,739,0
5782,652,632,300,861,73,569,637,1
5783,686,202,994,492,422,976,252,0
5784,165,613,433,516,767,429,317,0
5785,93,61,893,380,905,10,853,1
5786,448,301,422,120,510,856,903,1
5787,572,783,940,431,99,249,920,1
5788,793,756,745,558,321,569,62,0
5789,178,828,875,652,834,780,303,0
5790,644,97,122,367,834,480,382,0
5791,421,982,869,564,75,184,183,0
5792,699,791,198,428,871,624,357,0
5793,822,285,634,38,295,998,530,0
5794,257,585,598,408,311,53,114,0
5795,160,450,900,706,182,142,450,0
5796,593,361,904,798,772,94,825,1
5797,1,338,502,201,927,62,139,1
5798,389,853,65,267,436,309,811,0
5799,805,735,796,536,710,429,213,1
5800,63,663,593,24,264,555,309,0
5801,168,869,510,561,1,315,422,0
5802,730,146,528,58,743,46,951,1
5803,847,119,522,545,170,769,763,0
5804,491,291,521,293,457,995,931,1
5805,505,167,542,806,510,793,495,1
5806,766,82,121,265,198,812,952,0
5807,126,714,175,505,408,400,376,1
5808,482,58,757,255,699,20,727,1
5809,488,268,619,986,796,844,84,0
5810,712,992,261,742,998,449,525,0
5811,679,638,486,222,237,103,524,0
5812,128,333,807,474,609,323,847,0
5813,326,756,547,801,490,997,13,0
5814,827,372,526,613,490,567,594,0
5815,341,544,141,964,372,492,320,0
5816,260,49,92,84,471,71,456,0
5817,511,345,18,502,464,363,964,0
5818,342,954,189,881,359,32,415,0
5819,137,653,180,59,462,92,136,1
5820,697,142,183,723,397,886,58,1
5821,305,849,192,567,885,415,937,1
5822,421,154,974,241,479,779,357,0
5823,757,759,84,501,21,185,358,0
5824,266,184,344,658,52,244,612,0
5825,488,208,339,792,444,150,93,0
5826,37,402,5,518,16,275,201,1
5827,162,144,523,593,623,230,614,0
5828,929,541,244,855,747,470,685,1
5829,745,937,283,597,453,296,616,0
5830,211,549,942,906,730,324,805,0
5831,898,915,661,695,125,904,747,1
5832,252,709,176,539,37,324,803,1
5833,568,239,222,886,152,788,618,0
5834,606,248,937,598,414,417,588,1
5835,718,424,544,381,653,567,755,0
5836,781,481,255,966,930,461,76,0
5837,754,0,353,87,691,801,813,0
5838,261,47,857,558,509,951,797,0
5839,587,720,653,266,101,557,784,1
5840,281,772,945,249,525,931,752,0
5841,87,889,466,255,771,189,59,0
5842,516,758,972,322,436,602,829,1
5843,800,832,155,788,770,307,525,0
5844,999,667,202,500,582,405,729,1
5845,346,440,631,734,376,509,627,1
5846,224,156,485,283,512,865,466,1
5847,496,310,433,546,163,822,505,1
5848,351,978,974,400,302,943,691,0
5849,442,961,625,549,111,882,182,0
5850,155,450,685,816,738,945,943,1
5851,546,837,22,999,205,324,777,1
5852,528,868,357,232,304,498,344,0
5853,618,579,500,903,645,37,733,0
5854,357,480,918,471,157,354,861,1
5855,173,419,213,564,502,971,447,0
5856,579,618,82,980,638,727,292,0
5857,456,510,932,428,142,74,300,1
5858,784,569,452,253,950,31,524,1
5859,456,952,563,854,577,947,876,1
5860,971,466,790,674,886,965,861,1
5861,876,74,947,547,328,225,49,0
5862,570,36,69,93,374,518,166,0
5863,613,742,499,498,43,234,730,0
5864,249,196,157,273,133,407,158,0
5865,762,371,445,645,273,255,964,0
5866,22,224,643,833,610,307,175,1
